API reference URL,JS method docs,Python method docs
https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/ApifyClient#run,#N/A
https://docs.apify.com/api/v2#/reference/actor-runs/delete-run/delete-run,https://docs.apify.com/api/client/js/reference/class/RunClient#delete,#N/A
https://docs.apify.com/api/v2#/reference/actor-runs/run-object/get-run,https://docs.apify.com/api/client/js/reference/class/RunClient#get,https://docs.apify.com/api/client/python/reference/class/RunClient#get
https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/ApifyClient#run,#N/A
https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/ApifyClient#run,#N/A
https://docs.apify.com/api/v2#/reference/actor-runs/metamorph-run/metamorph-run,https://docs.apify.com/api/client/js/reference/class/RunClient#metamorph,https://docs.apify.com/api/client/python/reference/class/RunClient#metamorph
https://docs.apify.com/api/v2#/reference/actor-runs/reboot-run/reboot-run,https://docs.apify.com/api/client/js/reference/class/RunClient#reboot,https://docs.apify.com/api/client/python/reference/class/RunClient#reboot
https://docs.apify.com/api/v2#/reference/actor-runs/run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/ApifyClient#run,#N/A
https://docs.apify.com/api/v2#/reference/actor-runs/resurrect-run/resurrect-run,https://docs.apify.com/api/client/js/reference/class/RunClient#resurrect,https://docs.apify.com/api/client/python/reference/class/RunClient#resurrect
https://docs.apify.com/api/v2#/reference/actors/run-collection/get-list-of-runs,https://docs.apify.com/api/client/js/reference/class/RunCollectionClient#list,https://docs.apify.com/api/client/python/reference/class/RunCollectionClient#list
https://docs.apify.com/api/v2#/reference/schedules/schedule-object/delete-schedule,https://docs.apify.com/api/client/js/reference/class/ScheduleClient#delete,#N/A
https://docs.apify.com/api/v2#/reference/schedules/schedule-object/get-schedule,https://docs.apify.com/api/client/js/reference/class/ScheduleClient#get,https://docs.apify.com/api/client/python/reference/class/ScheduleClient#get
https://docs.apify.com/api/v2#/reference/schedules/schedule-log/get-schedule-log,https://docs.apify.com/api/client/js/reference/class/ScheduleClient#getLog,https://docs.apify.com/api/client/python/reference/class/ScheduleClient#get_log
https://docs.apify.com/api/v2#/reference/schedules/schedule-object/update-schedule,https://docs.apify.com/api/client/js/reference/class/ScheduleClient#update,https://docs.apify.com/api/client/python/reference/class/ScheduleClient#update
https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/create-schedule,https://docs.apify.com/api/client/js/reference/class/ScheduleCollectionClient#create,https://docs.apify.com/api/client/python/reference/class/ScheduleCollectionClient#create
https://docs.apify.com/api/v2#/reference/schedules/schedules-collection/get-list-of-schedules,https://docs.apify.com/api/client/js/reference/class/ScheduleCollectionClient#list,https://docs.apify.com/api/client/python/reference/class/ScheduleCollectionClient#list
https://docs.apify.com/api/v2/#/reference/store/store-actors-collection/get-list-of-actors-in-store,https://docs.apify.com/api/client/js/reference/class/StoreCollectionClient#list,https://docs.apify.com/api/client/python/reference/class/StoreCollectionClient#list
https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#call,https://docs.apify.com/api/client/python/reference/class/TaskClient#start
https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/delete-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#delete,#N/A
https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/get-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#get,https://docs.apify.com/api/client/python/reference/class/TaskClient#get
https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/get-task-input,https://docs.apify.com/api/client/js/reference/class/TaskClient#getInput,https://docs.apify.com/api/client/python/reference/class/TaskClient#get_input
https://docs.apify.com/api/v2#/reference/actor-tasks/last-run-object-and-its-storages,https://docs.apify.com/api/client/js/reference/class/TaskClient#lastRun,#N/A
https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection,https://docs.apify.com/api/client/js/reference/class/TaskClient#runs,#N/A
https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#call,https://docs.apify.com/api/client/python/reference/class/TaskClient#start
https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/update-task,https://docs.apify.com/api/client/js/reference/class/TaskClient#update,https://docs.apify.com/api/client/python/reference/class/TaskClient#update
https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/update-task-input,https://docs.apify.com/api/client/js/reference/class/TaskClient#updateInput,https://docs.apify.com/api/client/python/reference/class/TaskClient#update_input
https://docs.apify.com/api/v2#/reference/actor-tasks/webhook-collection,https://docs.apify.com/api/client/js/reference/class/TaskClient#webhooks,#N/A
https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/create-task,https://docs.apify.com/api/client/js/reference/class/TaskCollectionClient#create,https://docs.apify.com/api/client/python/reference/class/TaskCollectionClient#create
https://docs.apify.com/api/v2#/reference/actor-tasks/task-collection/get-list-of-tasks,https://docs.apify.com/api/client/js/reference/class/TaskCollectionClient#list,https://docs.apify.com/api/client/python/reference/class/TaskCollectionClient#list
https://docs.apify.com/api/v2#/reference/users,https://docs.apify.com/api/client/js/reference/class/ApifyClient#user,https://docs.apify.com/api/client/python/reference/class/UserClient#get
https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/delete-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#delete,#N/A
https://docs.apify.com/api/v2#/reference/webhooks/dispatches-collection,https://docs.apify.com/api/client/js/reference/class/WebhookClient#dispatches,#N/A
https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/get-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#get,https://docs.apify.com/api/client/python/reference/class/WebhookClient#get
https://docs.apify.com/api/v2#/reference/webhooks/webhook-test/test-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#test,https://docs.apify.com/api/client/python/reference/class/WebhookClient#test
https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/update-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#update,https://docs.apify.com/api/client/python/reference/class/WebhookClient#update
https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/create-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookCollectionClient#create,https://docs.apify.com/api/client/python/reference/class/WebhookCollectionClient#create
https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/get-list-of-webhooks,https://docs.apify.com/api/client/js/reference/class/WebhookCollectionClient#list,https://docs.apify.com/api/client/python/reference/class/WebhookCollectionClient#list
https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatch-object/get-webhook-dispatch,https://docs.apify.com/api/client/js/reference/class/WebhookDispatchClient#get,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchClient#get
https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatches-collection/get-list-of-webhook-dispatches,https://docs.apify.com/api/client/js/reference/class/WebhookDispatchCollectionClient#list,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchCollectionClient#list
https://docs.apify.com/api/v2#/reference/webhooks/webhook-test/test-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#test,https://docs.apify.com/api/client/python/reference/class/WebhookClient#test
https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/update-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookClient#update,https://docs.apify.com/api/client/python/reference/class/WebhookClient#update
https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/create-webhook,https://docs.apify.com/api/client/js/reference/class/WebhookCollectionClient#create,https://docs.apify.com/api/client/python/reference/class/WebhookCollectionClient#create
https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/get-list-of-webhooks,https://docs.apify.com/api/client/js/reference/class/WebhookCollectionClient#list,https://docs.apify.com/api/client/python/reference/class/WebhookCollectionClient#list
https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatch-object/get-webhook-dispatch,https://docs.apify.com/api/client/js/reference/class/WebhookDispatchClient#get,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchClient#get
https://docs.apify.com/api/v2#/reference/webhook-dispatches/webhook-dispatches-collection/get-list-of-webhook-dispatches,https://docs.apify.com/api/client/js/reference/class/WebhookDispatchCollectionClient#list,https://docs.apify.com/api/client/python/reference/class/WebhookDispatchCollectionClient#list
